,Deposit,DepositGroup,DepositType,Country,Region,Lat,Lon,Age_Ma,Age_Error_Ma,Age_Method,Age_Confidence,Ore_Tonnage_Mt,Cu_Grade_Percent,Cu_Tonnage_Mt,Tectonic_Setting,Source,References,Notes,Recon_Age_Ma,Age_Mod_Flag,Plate_ID
3049,Belousovskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.12861111,82.50055556,390.0,,,,30.0,2.6,0.78,Bimodal-felsic in epicontinental arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Eremin, N.I., Sergeeva, N.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Lapukhov, A.S., and Ivanov, N.B., 1993, Noble-metal geochemical associations of pyrite-polymetallic deposits of the Rudno-Altaian type: Russia Geology and Geophysics, v. 34, no. 4, p. 80–87.; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.; Naumov, V.P., 1960, Influence of wall-rocks on a distribution of Ba-feldspars in deposits of the Irtysh shear zone: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), no. 3, p. 108–113 (in Russian). ; Popov, V.V., 1995, Geologic setting of large polymetallic deposits in Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 37, no. 5, p. 371–389 (in Russian).; Shcherba, G.N., 1983, Polymetallic massive sulfide deposits of Rudny Altai, in Ivanov, S.N., ed., Massive sulfide deposits of the USSR: Moscow, Nauka Publishing House, p. 87–148 (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).","Highly deformed and boudinaged concordant ore lenses. Ore grades, ppb: 10.3 Pt, 7.3 Pd, 3.8 Rh, 26.5 Ru, 9.0 Ir, 1.0 Os. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.",390.0,0,401
3050,Chekmar',VMS,Felsic,Kazakhstan,East Kazakhstan,50.64388889,83.61777778,385.0,,,,11.0,0.25,0.0275,Bimodal-felsic in epicontinental arc,Mosier_2009,"Avdonin, V.V., and Sergeeva, N.E., 2002, Trace elements in the pyrite-polymetallic deposits of different ages in Rudny Altai: Moscow University Geology Bulletin, v. 57, no. 2, p. 10–17.; Eremin, N.I., Sergeeva, N.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; Eremin, N.I., Zolotarev, V.G., and Sorokievski, M.G., 1975, Endogene zonation of sphalerite and tennantite-tetrahedrite mineralization in ore bodies of the Guslyakovskoe deposit, Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 17, no. 1, p. 58–63 (in Russian). ; Khisamutdinov, M.G., 1978, Metallogeny and polymetallic deposits of Rudny Altai: Leningrad, Nedra Publishing House, 195 p. (in Russian).; Pokrovskaya, I.V., 1982, Mineralogy and conditions of a formation of polymetallic deposits in the Leninogorski district, Rudny Altai: Alma-Ata, Kazakh SSR, Nauka Publishing House, 128 p. (in Russian). ; Pokrovskaya, I.V., Oleinik, Y.F., Prokopenko, A.I., Esipov, A.V., and Kormushin, A.A., 1983, Rhodonite at Rudny Altai: Soviet Geology (Sovetskaya Geologiya), no. 3, p. 80–86 (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Yakovlev, G.F., Khisamutdinov, M.G., and Demin, Y.I., 1975, Polygenesis and multistage origins of massive sulfide deposits in Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 17, no. 3, p. 66–77 (in Russian). ; Yanvarev, G.S., 1979, Geologic structure and mineralization of the Chekmar’ massive sulfide deposit, Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 21, no. 3, p. 88–93 (in Russian). ; Zolotarev, V.G., and Yakovlev, G.F., 1977, Genesis of polymetallic massive sulfide deposits of the Beloubinski synclinorium, Rudny Altai: Soviet Geology (Sovetskaya Geologiya), no. 2, p. 15–29 (in Russian).",Steeply dipping stratabound zones of veined-disseminated quartz-sulfide mineralization combined with concordant massive sulfide lenses. Resource of the Chekmar’ deposit only. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,385.0,0,401
3051,Dolinnoe-Obruchevskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.33333333,83.6,370.0,,,,22.0,0.43,0.0945999999999999,Bimodal-felsic in epicontinental arc,Mosier_2009,"Eremin, N.I., Sergeeva, Nat.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Kazakhstan Investment News, 2004, The Obruchevskoe and Dolinnoe deposits, Rudny Altai: http://www.kazakhstaninvestment.com/kz-news-06-29-04.html (last accessed April 21, 2006).; Pokrovskaya, I.V., 1982, Mineralogy and conditions of a formation of polymetallic deposits in the Leninogorski district, Rudny Altai: Alma-Ata, Kazakh SSR, Nauka Publishing House, 128 p. (in Russian). ; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian).; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).","0.05% Zn, Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.",370.0,0,401
3052,Gabrielevskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.31666667,83.25,385.0,,,,3.7,1.11,0.04107,Bimodal-felsic in epicontinental arc,Mosier_2009,"Eremin, N.I., and Sergeeva, N.E., 1995, Bismuth  mineralization in massive sulfide deposits of Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 37, no. 6, p. 558–564 (in Russian).   ; Khisamutdinov, M.G., 1978, Metallogeny and polymetallic deposits of Rudny Altai: Leningrad, Nedra Publishing House, 195 p. (in Russian).; Pokrovskaya, I.V., 1982, Mineralogy and conditions of a formation of polymetallic deposits in the Leninogorski district, Rudny Altai: Alma-Ata, Kazakh SSR, Nauka Publishing House, 128 p. (in Russian). ; Starostin, V.I., Yakovlev, G.F., Avdonin, V.V., Goncharova, T.Y., Zubkov, V.A., Man’kov, B.V., and Oleinik, Y.F., 1973, Tectonic-volcanic structures at the Tishinskoe ore field: Soviet Geology (Sovetskaya Geologiya), no. 7, p. 43–56 (in Russian).; Yakovlev, G.F., ed., 1978, Volcanic polymetallic massive sulfide deposits (an example of Rudny Altai): Moscow University Publishing House, 278 p. (in Russian).",Flat steeply dipping lenses and narrow zones of veined disseminated mineralization in near-neck volcanics. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,385.0,0,401
3053,Grekhovskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,49.725,84.31388889,380.0,,,,12.0,0.4,0.048,Bimodal-felsic in epicontinental arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Eremin, N.I., Sergeeva, Nat.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; KAZZINC, 2007, The specialized industrial complexes and subsidiaries, 2 p.: http://www.kazzinc.com (last accessed June 29, 2007).; Khisamutdinov, M.G., 1978, Metallogeny and polymetallic deposits of Rudny Altai: Leningrad, Nedra Publishing House, 195 p. (in Russian).; Shcherba, G.N., 1983, Polymetallic massive sulfide deposits of Rudny Altai, in Ivanov, S.N., ed., Massive sulfide deposits of the USSR: Moscow, Nauka Publishing House, p. 87–148 (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).",Steeply dipping concordant massive sulfide lenses ≤10 m thick and veined-disseminated zones. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,380.0,0,401
3054,Irtyshskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.14944444,82.37305556,375.0,,,,11.7,1.79,0.2094299999999999,Bimodal-felsic in epicontinental arc,Mosier_2009,"Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Kazakhmys PLC, 2005, Annual Report & Accounts, production and reserves, p. 132–138: http://www.kazakhmys.com/files/annual_reports/30.pdf (last accessed June 29, 2007).; Lapukhov, A.S., and Ivanov, N.B., 1993, Noble-metal geochemical associations of pyrite-polymetallic deposits of the Rudno-Altaian type: Russia Geology and Geophysics, v. 34, no. 4, p. 80–87.; Naumov, V.P., 1960, Influence of wall-rocks on a distribution of Ba-feldspars in deposits of the Irtysh shear zone: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), no. 3, p. 108–113 (in Russian). ; Shcherba, G.N., 1983, Polymetallic massive sulfide deposits of Rudny Altai, in Ivanov, S.N., ed., Massive sulfide deposits of the USSR: Moscow, Nauka Publishing House, p. 87–148 (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).; Yakovlev, G.F., Khisamutdinov, M.G., and Demin, Y.I., 1975, Polygenesis and multistage origins of massive sulfide deposits in Rudny Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 17, no. 3, p. 66–77 (in Russian).","Steeply dipping concordant lenticular massive ore bodies.Ore grades, ppb: 10.2 Pt, 10.4 Pd, 4.0 Rh, ≤ 4.2 Ru, 6.4 Ir. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.",375.0,0,401
3055,Kamyshinskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.60083333,81.78388889,375.0,,,,15.0,2.64,0.396,Bimodal-felsic in epicontinental arc,Mosier_2009,"Avdonin, V.V., and Sergeeva, N.E., 2002, Trace elements in the pyrite-polymetallic deposits of different ages in Rudny Altai: Moscow University Geology Bulletin, v. 57, no. 2, p. 10–17.; Eremin, N.I., Pozdnyakova, N.V., Sergeeva, N.E., and Fedorov, D.T., 1987, New data on local metamorphism of ores of the Kamyshinskoe deposit (Rudnyi Altai): Moscow University Geology Bulletin, v. 42, no. 6, p. 35–42. ; Eremin, N.I., Pozdnyakova, N.V., Fedorov, D.T., and Bryzgalov, I.A., 1988, Renierite typomorphism in massive sulfide ores of the volcanic association: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 29, no. 3, p. 93–97 (in Russian). ; Eremin, N.I., and Sergeeva, Nat.E., 1995, Bismuth  mineralization in massive sulfide deposits of Altai: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 37, no. 6, p. 558–564 (in Russian).; Eremin, N.I., Sergeeva, Nat.E., Dergachev, A.L., and Pozdnyakova, N.V., 2000, Precious metals in volcanogenic massive sulfide deposits: Moscow University Geology Bulletin, v. 55, no. 1, p. 45–54.; Eremin, N.I., Sergeeva, Nat.E., Dergachev, A.L., and Pozdnyakova, N.V., 2002, Transformation of ore mineral composition due to metamorphism in massive sulfide deposits: Moscow University Geology Bulletin, v. 57, no. 3, p. 54–67.; Fedorov, D.T., 1993, Massive sulfide-polymetallic deposits of the Kamyshin ore field, eastern Kazakhstan: International Geology Review, v. 35, no. 8, p. 758–774.; Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Ganzhenko, G.D., 1992, Geologic structure of the Kamyshinskoe deposit, Rudny Altai: Academy of Sciences, Kazakhstan Republic, Proceedings, Geological Series, no. 6, p. 57–64 (in Russian).  ; Khisamutdinov, M.G., 1978, Metallogeny and polymetallic deposits of Rudny Altai: Leningrad, Nedra Publishing House, 195 p. (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian).",Concordant gentle massive sulfide lenses along upper contact of Givetian rhyolite formation. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,375.0,0,401
3056,Karchiginskoe,VMS,Mafic,Kazakhstan,East Kazakhstan,48.43888889,85.50888889,,,,,5.0,2.86,0.143,unclassified,Mosier_2009,"Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.; Shcherba, G.N., 1983, Polymetallic massive sulfide deposits of Rudny Altai, in Ivanov, S.N., ed., Massive sulfide deposits of the USSR: Moscow, Nauka Publishing House, p. 87–148 (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).",Recumbent folded concordant tabular massive ore bodies. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,0.0,1,401
3057,Krasnoyarskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.36472222,82.425,375.0,,,,2.0,2.23,0.0446,Bimodal-felsic in epicontinental arc,Mosier_2009,"Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Metal Mining Agency of Japan, 1998, List of the metallic mineral deposits in Asia: Mineral Resources Information Center, 43 p.; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).",Mined out. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,375.0,0,401
3058,Kunduzdy,VMS,Bimodal-Mafic,Kazakhstan,Aktyubinsk,49.16166667,58.60777778,380.0,,,,26.3,1.25,0.32875,Bimodal-mafic in oceanic arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Herrington, R.J., Armstrong, R.N., Zaykov, V.V., Maslennikov, V.V., Tesalina, S.G., Orgeval, J.-J., and Taylor, R.N.A., 2002, Massive sulfide deposits in the South Urals—Geological setting within the framework of the Uralide orogen, in Brown, D., Juhlin, C., and Puchkov, V., eds., Mountain building in the Uralides, Pangea to present: Washington, D.C., American Geophysical Union Geophysical Monograph 132, p. 155–182. ; Meletsky, B.Y., 1979, Geologic and structural position of pyrite deposits of the Mugodzhary, southern Urals: Transactions of Academy of Sciences of the USSR (Doklady AN SSSR), v. 245, p. 63–64.   ; Prokin, V.A., and Buslaev, F.P., 1999, Massive copper–zinc sulphide deposits in the Urals: Ore Geology Reviews, v. 14, p. 1–69.; Zaykov, V.V., Maslennikov, V.V., Zaykova, E.V., and Herrington, R., 2001, Ore-formation and ore-facies analysis of massive sulphide deposits of the Urals paleo-ocean: Miass, Institute of Mineralogy, Ural Branch of Russian Academy of Sciences, 315 p. (in Russian). ; Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., and Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.","12 veined-disseminated sulfide zones ≤570 m long, ≤85 m thick, ≤400 m downdip. Devonian Magnitogorsk volcanic arc, South Urals.",380.0,0,302
3059,Kusmurun,VMS,Felsic,Kazakhstan,Semipalatinsk,48.59944444,77.78666667,455.0,,,,23.5,3.01,0.70735,Bimodal-felsic in oceanic arc,Mosier_2009,"Franklin, J.M., Gibson, H.L., Jonasson, I.R., and Galley, A.G., 2005, Volcanogenic massive sulfide deposits, in Hedenquist, J.W., Thompson, J.H.F., Goldfarb, R.J., and Richards, J.P., eds., Economic Geology 100th anniversary volume: Littleton, Colorado, Society of Economic Geologists, p. 523–560, CD Supplemental Appendices, 45 p. including table 1.; Kazakhmys PLC, 2005, Annual Report & Accounts, production and reserves, p. 132–138: http://www.kazakhmys.com/files/annual_reports/30.pdf (last accessed June 29, 2007).; Zhukov, N.M., Kolesnikov, V.V., Miroshnichenko, L.M., Egembaev, K.M., Pavlova, Z.N., and Bakarasov, E.V., 1998, Copper deposits of Kazakhstan, reference book edited by Abdulin, A.A., and others: Ministry of Ecology and Natural Resources of the Republic of Kazakhstan, 136 p.","Five massive ore lenses 52–380 m long, 1–76.6 m thick, 40–646 m downdip  in exocontact metamorphic rock margin. Paleozoic Chingiz volcanic arc.",250.0,0,462
3060,Levoubinskoe,VMS,Felsic,Kazakhstan,East Kazakhstan,50.48,82.36722222,380.0,,,,,,,Bimodal-felsic in epicontinental arc,Mosier_2009,"Ivankin, P.F., Inshin, P.V., and Kuzebni, V.S., 1961, Ore deposit types in Rudny Altai: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 286 p. (in Russian).; Shcherba, G.N., ed., 2000, Great Altai (geology and metallogeny), vol. 2, Metallogeny: Almaty, VAC Publishing House, 397 p. (in Russian). ; Veits, B.I., 1959, Mineralogy of Rudny Altai, Vol. 3, Geological-mineralogical characteristics of polymetallic deposits: Alma-Ata, Kazakh Soviet Republic, Publishing House of Academy of Sciences, 488 p. (in Russian).",Tonnage and grades are not available. Rudny Altai Middle Paleozoic island arc on the Caledonian continental basement.,380.0,0,401
